col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,target
8351,6.8556546,38.11823711,15.71623365,26.85144316,16.61324773,2.348957215,cat2,706.7590108,cat4,386.8254497
8355,6.633249581,46.16275555,18.97366596,32.24903099,18.16590212,2.256368764,cat2,416.6854094,cat4,316.2058628
8367,5.099019514,61.90315016,32.77193922,48.37354649,30.06659276,1.635053516,cat2,392.4035553,cat4,228.2644903
8440,6.633249581,22.8035085,10.77032961,19.79898987,10.29563014,1.735857137,cat2,294.1777587,cat4,425.1332445
8444,6.32455532,35.65108694,16.61324773,26.92582404,15.29705854,2.246152266,cat2,548.232321,cat4,523.0679547
8467,2.449489743,32.35737937,16.46207763,27.20294102,15.74801575,1.850675552,cat2,239.8736638,cat4,396.152565
8492,5.385164807,51.15662225,25.84569597,43.22036557,25.43619468,1.897366596,cat2,457.2239223,cat4,446.1192538
8523,6.08276253,23.28089345,10.24695077,18.84144368,10.86278049,2.348041737,cat2,435.3222649,cat4,507.7448368
8533,5.385164807,54.22176685,26.60826939,46.63689527,26.15339366,1.910130886,cat2,32.26158375,cat4,513.4077282
8614,4.795831523,42.76680956,18.1934054,29.84962311,18.86796226,2.564273776,cat2,693.1625327,cat4,949.4503664
8624,6.244997998,38.58756276,16.79285562,27.25802634,16.43167673,2.204790239,cat2,760.808825,cat4,1269.903398
8658,5.567764363,59.43904441,27,40.58324778,26.05762844,2.363112355,cat2,53.22466505,cat4,1031.728847
8666,4,49.71921158,23.91652149,31.06444913,23,2.266495092,cat2,754.9448202,cat4,911.8087941
8680,5.477225575,43.08131846,21.07130751,29.9833287,20.85665361,1.774964788,cat2,340.5535921,cat4,649.9833444
8683,5.291502622,67.86015031,34.46737588,50.57667447,33.06055051,1.923226456,cat2,594.7766653,cat4,638.6575616
8695,6.164414003,32.54228019,14.76482306,23.68543856,14.31782106,2,cat2,37.64607861,cat4,578.697535
8699,6.08276253,37.68288736,16.91153453,29.76575213,17.02938637,2.140864311,cat2,66.09505533,cat4,621.0026649
8701,5.291502622,48.15599651,24.06241883,37,23.74868417,1.901814923,cat2,41.50099123,cat4,606.6788807
8939,6.403124237,52,23.60084744,32.35737937,21.86321111,2.102641196,cat2,613.6703598,cat4,1292.554963
8946,5.196152423,42.21374184,21.70253441,28.93095228,20.54263858,1.942343945,cat2,309.4050031,cat4,1126.332445
8984,6.708203932,45.7383865,21.23676058,34.49637662,20.71231518,1.949897433,cat2,123.0588182,cat4,826.5323118
9176,4.242640687,47.83304297,24.63736999,48.01041554,24.43358345,1.796385259,cat2,11.52764539,cat4,203.9473684
9179,2.828427125,61.9596643,29.18903904,36.63331817,24.35159132,1.977827091,cat2,409.5225472,cat4,862.1752165
9272,3.741657387,47.52893855,18.46618531,33.57082066,18.60107524,2.531639785,cat2,208.2612054,cat4,866.1725516
9467,7.211102551,39.1535439,18.33030278,27.45906044,18.43908891,1.386109664,cat2,732.1797302,cat4,67.03864091
9519,4,50.76416059,22.24859546,35.09985755,22.09072203,1.612823611,cat2,312.1275084,cat4,168.9706862
9688,5.477225575,36.5650106,15.90597372,28.94822965,15.71623365,2.244415291,cat2,175.5364214,cat4,301.5489674
9706,5.477225575,61.19640512,27.69476485,41.97618372,27.34958866,1.798749566,cat2,350.8763562,cat4,464.1072618
9724,5.291502622,38.01315562,16.37070554,31.89043744,16.85229955,1.915541699,cat2,368.4935551,cat4,453.4477015
9731,4,61.97580173,24.8997992,42.41462012,24.71841419,2.0931794,cat2,139.568141,cat4,567.7048634
9734,4.123105626,62.61788882,25.57342371,43.53159772,25.3179778,2.238124215,cat2,475.5041623,cat4,545.7195203
9777,5.744562647,41.12177039,17.54992877,28.14249456,16.18641406,1.632421514,cat2,12.1105992,cat4,298.8840773
9788,5.385164807,43.77213726,19.6468827,31.9217794,17.72004515,1.577371231,cat2,529.8289545,cat4,42.05529647
9827,4.358898944,48.6929153,18,30.72458299,18.22086716,2.432591211,cat2,282.1036853,cat4,550.7161892
9853,5.477225575,42.68489194,22.47220505,30.52867504,22.27105745,1.639939023,cat2,245.5936432,cat4,348.5176549
9863,4.582575695,48.7954916,26.47640459,35.55277767,25.67099531,1.592859065,cat2,502.6594796,cat4,476.7654897
9864,6.480740698,29.84962311,14.24780685,22.91287847,14.56021978,1.820878909,cat2,235.3728798,cat4,371.1692205
9879,6.08276253,18.38477631,10.44030651,15.19868415,10,1.591005971,cat2,670.8176483,cat4,111.3424384
9882,4.242640687,92.63368718,44.23799272,77.9166221,43.46262762,1.732050808,cat2,352.0577281,cat4,290.8894071
10102,5.656854249,51.18593557,19.94993734,36,20.71231518,2.404079866,cat2,322.4193455,cat4,554.3804131
10127,4.472135955,57.87054518,26.17250466,42.68489194,25.98076211,2.172924297,cat2,621.8752861,cat4,506.745503
10133,5.196152423,46.70117772,22.38302929,39.43348831,22.09072203,1.900157888,cat2,603.2193196,cat4,404.8134577
10151,4.242640687,53.80520421,22.06807649,33.40658618,20.71231518,2.339145143,cat2,261.432328,cat4,1083.027981
10168,5.477225575,50.76416059,20.09975124,32.80243893,19.33907961,2.598615016,cat2,522.2076073,cat4,1281.562292
10178,3.464101615,37.01351105,19.15724406,31.96873473,17.20465053,1.909738202,cat2,312.426528,cat4,222.6015989
10190,6.08276253,42.24926035,18.97366596,33.98529094,20.0748599,2.190525051,cat2,506.8782081,cat4,336.1925383
10218,7.211102551,45.06661736,22.49444376,34.51086785,21.51743479,1.705168613,cat2,667.7477199,cat4,341.1892072
10240,3.872983346,41.29164564,21.86321111,27.54995463,21.88606863,1.879707424,cat2,122.7240657,cat4,131.6622252
10264,3.872983346,71.26008701,28.39013913,50.68530359,27.54995463,2.378003364,cat2,150.1894185,cat4,756.2458361
10309,4.69041576,61.31883887,21.9544984,38.53569774,21.47091055,2.802445361,cat2,63.71888608,cat4,932.7948035
10357,5,56.24944444,21.1896201,38.94868419,21.28379665,2.606165766,cat2,460.8020378,cat4,636.6588941
10365,4.358898944,54.4242593,20.1246118,35.98610843,20.97617696,2.463513751,cat2,474.5521085,cat4,576.6988674
10373,4,58.20652884,20.61552813,37.34969879,20.66397832,2.906389513,cat2,344.9971785,cat4,920.8027981
10388,3.605551275,48.15599651,20.73644135,31.68595904,19.49358869,2.2656125,cat2,108.5410213,cat4,803.5476349
10398,2,57.34980384,26.98147513,36.67424164,25.13961018,2.164786364,cat2,97.75294451,cat4,364.8401066
10405,5.385164807,34.9714169,14.6628783,25.15949125,14.28285686,2.552312677,cat2,166.5211744,cat4,682.6282478
10454,5.291502622,35.51056181,15.26433752,24.67792536,15.55634919,2.258849265,cat2,288.3558989,cat4,792.2218521
10486,2.645751311,66.76825593,27.03701167,41.60528813,26.53299832,2.475075756,cat2,136.561775,cat4,701.9487009
10492,4.358898944,54.12947441,20.68816087,38.48376281,20.73644135,2.514557615,cat2,356.104147,cat4,1352.181879
10507,2.236067977,47.5604878,20.66397832,31.8747549,20.04993766,2.462722071,cat2,652.5894847,cat4,801.5489674
10526,1.732050808,49.42671343,25.23885893,32.14031736,23.40939982,2.034182883,cat2,430.1213336,cat4,361.1758827
10533,2.449489743,60.6052803,29.68164416,42.96510212,27.71281292,2.208393081,cat2,398.9575111,cat4,231.2624917
10538,2,86.45229899,32.20248438,54.4885309,31.73326331,2.959577673,cat2,207.4333188,cat4,1198.617588
10543,4.123105626,51.77837386,21.30727575,28.80972058,20.24845673,2.35599236,cat2,329.6487198,cat4,902.1485676
10581,3,72.15261603,31.4960315,68.26419266,31.27299154,1.698528775,cat2,564.9691688,cat4,291.8887408
10593,4,58.30951895,22.38302929,39.68626967,22.09072203,2.469028149,cat2,21.8186125,cat4,734.9267155
10636,4,79.6178372,29.35983651,55.96427432,28.72281323,2.665876966,cat2,552.6371933,cat4,794.5536309
10678,6.8556546,55.58776844,25.53429067,33.24154028,24.12467616,2.0420333,cat2,716.0312836,cat4,995.4197202
10681,5.291502622,55.54277631,22.3383079,34.2928564,21.9089023,2.824783178,cat2,634.4402231,cat4,1169.97002
10700,4,47.644517,22.09072203,26.62705391,22.11334439,1.812318956,cat2,29.83860569,cat4,508.7441706
10704,2.828427125,57.69748695,27.44084547,36.22154055,25.07987241,1.884701568,cat2,359.0970084,cat4,516.0726183
10723,2.828427125,5.656854249,3,5.099019514,3.31662479,2.048023437,cat2,509.9972368,cat4,652.6482345
10725,3.872983346,56.88585061,21.23676058,35.90264614,20.39607805,3.333481663,cat2,567.6511232,cat4,1392.821452
10763,4.898979486,69.84983894,27.49545417,42.15447782,27.45906044,2.430123454,cat2,82.70552942,cat4,1340.522985
10824,5.291502622,32.96968304,20.5669638,28.40774542,20.61552813,0.98498731,cat2,227.8884904,cat4,501.4157229
10857,4.472135955,73.00684899,31.2409987,52.28766585,31.6227766,2.283374695,cat2,251.3557359,cat4,527.0652898
10899,4.69041576,77.92303896,42.44997055,68.6658576,40.81666326,1.770677836,cat2,36.60978716,cat4,154.9800133
10900,4.898979486,41.85689907,20.174241,30.16620626,20.66397832,1.833330303,cat2,572.539694,cat4,198.9506995
10903,2.236067977,13.67479433,7,14.38749457,7.141428429,1.341640786,cat2,582.0442235,cat4,264.2405063
10921,5.744562647,36.16628264,19.36491673,46.63689527,18.62793601,1.755676508,cat2,485.1069534,cat4,341.5223185
10924,5.744562647,47.86439178,24.37211521,56.85068161,24.2693222,1.789888265,cat2,94.24951706,cat4,295.2198534
10942,5.385164807,26.83281573,13.19090596,32.32645975,13.45362405,1.787847868,cat2,179.3509792,cat4,256.5789474
10988,4.795831523,59.14389233,25.21904043,39.67366885,25.33771892,2.2407588,cat2,430.8460143,cat4,590.6895403
10992,4.358898944,63.41923998,31.22498999,48.31148932,30.88689042,1.740833134,cat2,381.2023795,cat4,218.9373751
10995,4.898979486,29.06888371,13.78404875,21.9544984,13.78404875,2.16884762,cat2,251.6176696,cat4,500.0832778
10997,4.795831523,78.19207121,40.28647416,63.93746945,39,1.743043316,cat2,576.5441137,cat4,362.1752165
11007,4.582575695,65.94694838,23.51595203,40.98780306,22.7815715,2.627051579,cat2,367.3688297,cat4,1212.941372
11032,5.099019514,50.76416059,20.83266666,32.95451411,20.78460969,2.147673159,cat2,334.4619541,cat4,514.0739507
11047,5,51.59457336,20.04993766,35.31288717,20.02498439,2.332273569,cat2,96.45062134,cat4,563.3744171
11062,5.477225575,44.96665431,22.84731932,34.58323293,21.51743479,1.935303594,cat2,473.3160012,cat4,370.1698867
11076,5.099019514,64.69930448,27.69476485,49.46716082,27.87471973,2.23421127,cat2,473.6274244,cat4,577.0319787
11093,3.872983346,55.51576353,23.15167381,35.60898763,23.04343724,1.939175082,cat2,235.9989512,cat4,683.6275816
11103,5.099019514,62.64183905,27.94637722,48.29078587,26.92582404,1.943501994,cat2,727.1032292,cat4,496.419054
11127,4.69041576,34.3220046,17,29.41088234,17.1464282,1.739252713,cat2,335.6566863,cat4,350.1832112
11169,5.744562647,48.39421453,21.79449472,36.97296309,22.56102835,2.028965254,cat2,478.8707842,cat4,468.4377082
11181,4.472135955,28.4956137,13.85640646,22.22611077,13.11487705,1.802775638,cat2,485.6695646,cat4,916.4723518
11211,3.16227766,39.34463115,22.49444376,39.17907605,20.59126028,2.122663421,cat2,223.0953954,cat4,258.2445037
11241,5.744562647,41.52107898,17.05872211,30.70830507,16.88194302,2.262299715,cat2,291.3819699,cat4,400.8161226
11247,4.898979486,54.79051013,25.37715508,38.66522986,25.17935662,1.763150589,cat2,751.1780527,cat4,426.1325783
11297,5.099019514,52.31634544,24.77902339,43.32435804,24.61706725,1.691803771,cat2,561.8301794,cat4,364.5069953
11298,4.69041576,66.46051459,32.46536616,52.52618395,31.35283081,2.061552813,cat2,793.2053656,cat4,317.8714191
11316,4.472135955,44.58699362,20.59126028,35.73513677,20.61552813,1.71505102,cat2,477.789665,cat4,290.8894071
11329,5.196152423,50.11985634,22.49444376,43.13930922,22.60530911,2.05878605,cat2,216.4430639,cat4,364.1738841
11338,5.099019514,57.97413216,26.87005769,52.04805472,25.45584412,1.977548988,cat2,218.8867613,cat4,385.8261159
11346,4.358898944,43.8178046,21.70253441,37.58989226,20.78460969,2.007809752,cat2,179.7159977,cat4,241.922052
11372,5.099019514,43.64630569,19.31320792,33.13608305,19.18332609,2.204790239,cat2,387.8578747,cat4,515.4063957
11374,4.795831523,41.49698784,17.77638883,29.41088234,17.57839583,2.155272605,cat2,161.132981,cat4,662.6415723
11376,4.242640687,50.93132631,23.21637353,28.58321186,22.02271555,1.538635759,cat2,585.4797903,cat4,480.7628248
11385,5.099019514,42.27292278,15.06651917,25.27844932,14.96662955,2.61201072,cat2,773.3399195,cat4,849.1838774
11399,4.582575695,55.74047004,21.97726098,41.08527717,22.42766149,2.440942441,cat2,235.2286521,cat4,709.9433711
11442,4.242640687,61.91122677,,46.81879964,31.55946768,1.862229846,cat2,707.266947,cat4,482.4283811
11445,2.645751311,75.25955089,34.2636834,49.92995093,33.18132005,2.41354511,cat2,695.3999725,cat4,632.3284477
11486,5.099019514,42.27292278,16.58312395,28.3019434,16.43167673,2.356140913,cat2,346.1834865,cat4,602.3484344
11492,3.605551275,63.34824386,30.0499584,44.71017781,29.30870178,2.150581317,cat2,107.0204037,cat4,579.3637575
11499,3.741657387,67.03730305,32.37282811,47.138095,31.0322413,2.186801317,cat2,207.2100287,cat4,314.8734177
11554,5.385164807,58.67708241,25.19920634,47.50789408,24.8997992,2.177245967,cat2,127.6154165,cat4,441.7888075
11590,5.099019514,44.73253849,17.3781472,28.91366459,17.2626765,2.259668117,cat2,228.1986286,cat4,608.344437
11607,4,54.36910888,19.8242276,37.13488926,20.71231518,2.914652638,cat2,469.0667989,cat4,948.4510326
11639,4.69041576,72.73238618,32.46536616,53.02829433,31.95309062,2.128379665,cat2,456.113744,cat4,504.7468354
11667,5.385164807,45.43126677,21.14237451,35.56683849,20,1.971395445,cat2,61.06598077,cat4,447.7848101
11682,5.385164807,51.39066063,25.23885893,49.12229636,24.87971061,1.678362297,cat2,368.8327854,cat4,300.5496336
11684,4.472135955,59.49789912,30.09983389,53.83307533,29.59729717,1.739310208,cat2,488.5131731,cat4,343.520986
11687,3.872983346,47.93745926,23.8117618,35.51056181,22.95648057,2.059660166,cat2,415.7916339,cat4,281.5622918
12147,2.828427125,74.35052118,32.75667871,40.91454509,30.29851482,1.591697207,cat2,636.7889343,cat4,117.338441
12155,3.16227766,60.48966854,25.49509757,38.41874542,22.69361144,1.971522255,cat2,530.910311,cat4,169.97002
12183,4.358898944,47.41307836,20.66397832,34.74190553,19.18332609,1.678392088,cat2,529.7063941,cat4,117.0053298
12204,1.414213562,50.68530359,20.76053949,35.09985755,19.6977156,2.089282173,cat2,195.517588,cat4,235.592938
14517,2.828427125,58.35237784,31,41.73727351,30.29851482,1.694933627,cat2,738.4617142,cat4,132.3284477
14684,3.16227766,71.95137247,29.25747768,46.79743583,28.56571371,2.444054009,cat2,520.1154875,cat4,655.6462358
14733,5.099019514,44.69899328,17.34935157,29.563491,17.4642492,2.335465692,cat2,394.2929672,cat4,353.1812125
14966,4.242640687,57.80138407,24.71841419,44.18144407,24.53568829,1.99609619,cat2,349.4192327,cat4,467.7714857
864,2.449489743,66.37017402,26.77685568,45.50824101,26.2297541,2.411451845,cat2,678.1326791,cat5,735.2598268
886,4.123105626,70.17121917,35.31288717,55.4977477,34.38022688,1.779887637,cat2,744.6691978,cat5,381.4956696
909,5.385164807,64.28841264,27.27636339,44.97777229,27.36786437,2.271915491,cat2,57.76570719,cat5,666.9720187
916,5.099019514,61.32699243,24.95996795,42.14261501,24.75883681,2.128778993,cat2,560.5764279,cat5,525.3997335
925,3.16227766,86.26123115,39.84971769,59.75784467,38.28837944,2.272509626,cat2,746.193756,cat5,393.8207861
952,5.099019514,69.44062212,29.06888371,47.83304297,28.37252192,2.056234422,cat2,711.7046478,cat5,436.7921386
960,1.732050808,49.55804677,24.12467616,28.16025568,21.3541565,2.099690453,cat2,490.5892284,cat5,502.0819454
1547,4.358898944,33.57082066,13.03840481,22.75961335,12.92284798,2.516445906,cat2,593.0732151,cat5,583.3610926
2611,6.403124237,41.46082488,19.28730152,29.05167809,18.33030278,1.640822964,cat2,414.6602684,cat5,31.06262492
2625,5.291502622,59.27056605,25.17935662,40.71854614,24.45403852,1.951794047,cat2,460.6449077,cat5,149.9833444
2645,5,43.57751714,18.89444363,29.84962311,18.84144368,1.642772047,cat2,65.86622765,cat5,58.71085943
3374,6.08276253,53.14132102,25.15949125,40.23679908,23.93741841,1.885948037,cat2,130.3592286,cat5,365.1732179
3392,6.480740698,32.75667871,14.83239697,28.35489376,15.03329638,1.936491673,cat2,222.9040627,cat5,325.532978
3395,6.557438524,38.85871846,17.60681686,28.44292531,16.64331698,1.897103055,cat2,599.1664272,cat5,338.5243171
3474,5.196152423,50.3487835,19.72308292,32.72613634,19.6468827,2.620973102,cat2,379.6345867,cat5,814.5403065
3477,4.242640687,86.5909926,31.2409987,56.47123161,30.90307428,2.85040348,cat2,370.0582225,cat5,996.419054
3538,4.582575695,94.07443861,46.24932432,68.68041933,44.48595284,1.944633642,cat2,536.5767176,cat5,597.3517655
3567,5.385164807,62.50599971,27.80287755,45.13313639,26.96293753,2.025413538,cat2,304.1352631,cat5,517.4050633
3595,5.477225575,53.5817133,21.67948339,36.53765181,21.40093456,2.241249651,cat2,264.3646806,cat5,596.3524317
3644,6.244997998,38.72983346,18.24828759,31.591138,17.57839583,1.990602924,cat2,609.1856132,cat5,310.8760826
3665,5.656854249,38,17.80449381,34.3074336,17.63519209,1.897366596,cat2,26.91776013,cat5,298.8840773
3705,4.358898944,53.75872022,28.65309756,46.93612681,26.55183609,1.633891061,cat2,68.49952352,cat5,367.1718854
3728,5.744562647,52.12485012,25.72936066,39.3192065,24.43358345,1.977346707,cat2,168.82573,cat5,641.655563
3737,5.656854249,61.02458521,29.9833287,43.72642222,28.12472222,1.889735431,cat2,231.7911025,cat5,792.2218521
3773,5.196152423,52.86775955,24.53568829,32.75667871,23.13006701,2.269273011,cat2,343.3124402,cat5,966.4390406
3779,4.898979486,79.66806135,,54.2678542,38.62641583,1.831529416,cat2,754.6363125,cat5,488.4243837
3809,3.605551275,54.09251335,28.56571371,43.2087954,28.31960452,1.877631487,cat2,637.382474,cat5,425.799467
3836,5.196152423,58.65151319,27.18455444,42.74342055,26.68332813,2.031009601,cat2,651.9286284,cat5,568.3710859
3845,4.69041576,50.15974482,28.74021573,57.87918451,26.70205985,1.420985573,cat2,511.8292801,cat5,277.898068
3928,5,44.02272141,21.37755833,35.77708764,20.61552813,1.990778742,cat2,674.9691897,cat5,551.0493005
3930,5.567764363,43.08131846,19.23538406,31.46426545,18.97366596,2.089353967,cat2,591.431984,cat5,496.0859427
3933,4.242640687,29.10326442,13.60147051,27.07397274,13.34166406,2.283615554,cat2,621.0882683,cat5,423.1345769
3957,4.358898944,86.08716513,32.32645975,53.04714884,30.82207001,2.603555262,cat2,42.84917485,cat5,870.1698867
4016,4.582575695,62.09669879,23.38803113,37.70941527,23.13006701,2.9016547,cat2,409.1017239,cat5,1251.91539
4061,4.69041576,88.47598544,45.14421336,57.47173218,43.84062043,1.901867503,cat2,173.7693658,cat5,810.8760826
4093,4.123105626,16.64331698,8.366600265,10.90871211,7.681145748,2.005193258,cat2,537.4194117,cat5,888.8241173
4126,7.211102551,45.7165178,21.58703314,34.9141805,19.74841766,2.02259734,cat2,11.89639261,cat5,430.7961359
4130,6.8556546,50.24937811,22.86919325,38.91015292,22.3159136,2.082282402,cat2,388.2054622,cat5,447.4516989
4178,6.403124237,36.78314832,19.46792233,39.19183588,20.39607805,1.472650671,cat2,434.2257962,cat5,273.5676216
4184,6.92820323,27.14774392,12.88409873,21.49418526,11.44552314,1.8945448,cat2,67.77164858,cat5,458.4443704
4185,6.32455532,52.43090692,24.08318916,37.08099244,22.60530911,2.196588264,cat2,633.7966851,cat5,436.1259161
4189,5.291502622,57.49782605,32.01562119,51.67204273,30.69201851,1.758379936,cat2,538.7140181,cat5,368.1712192
4199,5.385164807,53.88877434,29.86636905,57.61944116,27.65863337,1.615889848,cat2,126.7772913,cat5,312.8747502
4228,6.557438524,41.36423576,21.04756518,34.49637662,20.71231518,1.875419953,cat2,503.5653073,cat5,634.9933378
4229,4.898979486,60.79473661,33.54101966,41.0487515,32.10918872,1.542368309,cat2,504.4612742,cat5,638.9906729
4240,6.480740698,49.61854492,23.3023604,29.27456234,21.9544984,2.020717694,cat2,349.0867544,cat5,1197.618254
4264,6.557438524,52.26853738,40.57092555,55.21775077,37.80211634,1.147039668,cat2,139.8384577,cat5,860.8427715
4309,6.480740698,44.17012565,29.08607914,50,28.51315486,1.232680007,cat2,421.7988367,cat5,477.4317122
4318,7.071067812,58.79625838,29.22327839,39.79949748,29,1.762895346,cat2,669.6253061,cat5,905.4796802
4326,7.211102551,44.32832052,21.9089023,28.17800561,21.23676058,1.811739496,cat2,340.8583939,cat5,765.9060626
4350,6.164414003,51,22.86919325,29.49576241,21.77154106,2.667095799,cat2,233.9796031,cat5,1138.657562
4376,6.92820323,28.37252192,15.68438714,25.15949125,15.32970972,1.530392107,cat2,436.2691269,cat5,416.805463
4400,7.211102551,41.70131892,21.54065923,30.62678566,21.9544984,1.562977927,cat2,85.87968787,cat5,512.7415057
4401,6.244997998,56.23166368,29.93325909,43.97726685,28.60069929,1.695582496,cat2,534.5298199,cat5,461.775483
4407,7.211102551,11.70469991,5.099019514,8.062257748,4.898979486,2.006240265,cat2,357.1822718,cat5,208.610926
4463,2.828427125,33.40658618,16.34013464,20.85665361,15.32970972,2.218805985,cat2,778.5017368,cat5,519.7368421
4518,6.633249581,37.40320842,19.6468827,37.6696164,19.31320792,1.349962962,cat2,655.6500909,cat5,229.5969354
4525,5.291502622,42.90687591,28.44292531,56.55970297,26.96293753,1.277458414,cat2,117.5858187,cat5,255.5796136
4532,6.557438524,38.75564475,21.84032967,42.94182111,21.84032967,1.393018306,cat2,360.7832756,cat5,258.5776149
4562,7.211102551,13.19090596,8.124038405,15.77973384,7.549834435,1.332779051,cat2,66.14009358,cat5,791.5556296
4574,5.744562647,37.62977544,26.19160171,44.86646855,24.77902339,1.407764185,cat2,660.4050103,cat5,444.4536975
4588,6.08276253,18.70828693,15.65247584,33.49626845,15.74801575,1.662347737,cat2,37.50318372,cat5,208.610926
4749,7.211102551,44.39594576,20.34698995,32.63433774,20.22374842,1.908795432,cat2,457.0255044,cat5,402.8147901
4750,7.211102551,46.84015371,22.44994432,31.57530681,20.92844954,1.63260528,cat2,482.0687845,cat5,614.673551
4764,6.92820323,42.05948169,20.71231518,31.51190251,20.1246118,1.523614124,cat2,422.1527451,cat5,214.94004
4791,6.708203932,40.82891133,19.97498436,30.46309242,19.36491673,1.370510854,cat2,510.840368,cat5,144.320453
4824,5.099019514,42.53234064,25.29822128,50.42816673,25.29822128,1.534144713,cat2,510.5256896,cat5,1416.139241
4831,6.08276253,38.34057903,19.97498436,39.73663297,19.74841766,1.416333294,cat2,407.465345,cat5,250.2498334
4864,7.141428429,35.77708764,20.54263858,39.49683532,19.5192213,1.308243097,cat2,186.7543391,cat5,166.9720187
4868,4.472135955,34.53983208,21.30727575,43.35896678,21.28379665,1.476685478,cat2,492.1467436,cat5,350.1832112
4873,6.244997998,44.76605857,25.15949125,55.22680509,24.91987159,1.369306394,cat2,203.0507495,cat5,174.6335776
4883,6.164414003,31.30495168,16.88194302,36.16628264,17.60681686,1.251079534,cat2,155.8112643,cat5,160.6429047
4885,6.32455532,35.48239,19.02629759,38.71692137,18.08314132,1.355802345,cat2,306.958774,cat5,171.6355763
4888,6.782329983,35.34119409,18.89444363,40.08740451,18.1934054,1.43885371,cat2,547.6244405,cat5,132.9946702
4899,5.477225575,20.1246118,9.273618495,19.39071943,8.246211251,1.334653513,cat2,82.57438658,cat5,175.2998001
4907,6.08276253,49.50757518,25.84569597,53.14132102,24.45403852,1.381086529,cat2,21.88961335,cat5,82.36175883
4922,5.656854249,34.89985673,18.49324201,35.94440151,17.43559577,1.256224502,cat2,712.1788729,cat5,93.35443038
4923,6.403124237,42.04759208,21.79449472,41.48493703,21.77154106,1.141490254,cat2,49.79593042,cat5,51.71552298
4927,5.385164807,37.6696164,19.05255888,41.18252056,17.80449381,1.510397299,cat2,747.7811166,cat5,88.02465023
4930,6.403124237,37.74917218,19.28730152,42.46174749,18.78829423,1.293483668,cat2,667.6675042,cat5,44.38707528
4947,5.196152423,46.79743583,25.01999201,42.04759208,22.97825059,1.115616422,cat2,52.33898719,cat5,96.35243171
4949,6.480740698,48.84669897,25.88435821,48.23898838,25.70992026,1.292246107,cat2,665.3198278,cat5,110.3431046
4952,6.403124237,32.34192326,14.69693846,26.96293753,14.17744688,1.291007359,cat2,653.7529161,cat5,139.9900067
4959,6.480740698,28.53068524,14.93318452,22.60530911,13.7113092,1.547320264,cat2,474.4910233,cat5,160.976016
4994,6.633249581,41.26742056,18.92088793,28.08914381,15.77973384,1.30701951,cat2,202.0585983,cat5,83.69420386
5015,7.071067812,57.00877125,26.32489316,47.95831523,25.98076211,1.396424004,cat2,75.77995888,cat5,125.6662225
5022,6.633249581,43.79497688,19.67231557,32.26453161,19.07878403,1.689437776,cat2,509.1255852,cat5,171.9686875
5031,6.8556546,39.08964057,18.1934054,29.39387691,17.54992877,1.404706375,cat2,625.8243343,cat5,87.02531646
5036,6.92820323,47.16990566,20.80865205,34.20526275,20.02498439,1.721714262,cat2,350.0203815,cat5,218.2711526
5048,5.744562647,56.0357029,21.58703314,34.84250278,21.54065923,2.550372522,cat2,578.700105,cat5,917.8047968
5050,5.567764363,43.50861984,21.21320344,28.61817604,20.63976744,2.07549994,cat2,159.0815835,cat5,218.9373751
5051,3.31662479,35.34119409,17.69180601,25,18.33030278,0.93284511,cat2,666.739226,cat5,318.5376416
5058,5.196152423,57.94825278,32.69556545,49.1426495,30.91924967,1.207849328,cat2,397.7615277,cat5,42.05529647
5061,5.291502622,55.54277631,24.91987159,34.0881211,23.62202362,1.802775638,cat2,622.8742757,cat5,753.2478348
5068,6.557438524,39.16631206,19.59591794,35.08560959,18.13835715,1.594898116,cat2,91.05508552,cat5,65.37308461
5075,7.071067812,44.55333882,21.30727575,33.01514804,20.24845673,1.350925609,cat2,753.2633692,cat5,105.679547
5117,6.403124237,34.278273,18.43908891,35.22782991,18.76166304,1.107835728,cat2,507.3451942,cat5,78.36442372
5122,7.211102551,50.22947342,21.44761059,34.16138171,20.32240143,1.75,cat2,568.4453152,cat5,174.9666889
5147,6.244997998,35.42597917,17.97220076,30.03331484,18.08314132,1.257457753,cat2,567.9969516,cat5,63.70752831
5152,6.244997998,39.10242959,18.92088793,33.9705755,18.89444363,1.099590833,cat2,277.6775158,cat5,76.69886742
5166,6.244997998,41.24318125,20.68816087,38.31448812,20.27313493,1.40363813,cat2,656.314542,cat5,61.04263824
5241,5.656854249,32.60368077,16.79285562,31.4960315,15.90597372,0.947839649,cat2,409.1071504,cat5,46.05263158
5300,3.605551275,65.45227269,38.10511777,61.69278726,35.38361203,1.145643924,cat2,488.9843276,cat5,916.4723518
5336,5,52.61178575,29.15475947,39.47150871,28,1.922914455,cat2,419.3635338,cat5,949.7834777
5338,5.567764363,51.19570294,26.5894716,40.39801975,25.94224354,1.813008549,cat2,13.22067372,cat5,910.1432378
5360,5,53.04714884,26.47640459,33.74907406,25.65151068,2.003821349,cat2,365.3417891,cat5,1282.894737
5382,6.557438524,31.71750305,14.17744688,22.8035085,14.10673598,2.56259634,cat2,241.8447378,cat5,992.4217189
5425,4.582575695,56.95612346,28.54820485,37.72267223,27.94637722,1.910183237,cat2,657.4186169,cat5,885.8261159
5453,6.244997998,64.01562309,33.1662479,45.32107677,32.44996148,1.708215443,cat2,174.9492746,cat5,901.8154564
