Product Details,,,,
ProductID,Product,Category,ManufacturerID,Price
1,Abbas MA-01|All Season,Mix,1,USD 412.13
453,Maximus UM-58|Moderation,,7,USD 329.78
2005,Currus UR-08|Regular,,4,USD 307.075
454,Maximus UM-59|Moderation,,7,USD 329.78
2012,Currus UR-15|Regular,,4,USD 388.45
455,Maximus UM-60|Moderation,,7,USD 977.55
2013,Currus UR-16|Regular,,4,USD 451.4475
456,Maximus UM-61|Moderation,,7,USD 1191.6975
2014,Currus UR-17|Regular,,4,USD 341.1975
457,Maximus UM-62|Moderation,,7,USD 1007.9475
2015,Currus UR-18|Regular,,4,USD 427.8225
458,Maximus UM-63|Moderation,,7,USD 1795.4475
2016,Currus UR-19|Regular,,4,USD 367.45
459,Maximus UM-64|Moderation,,7,USD 1018.2375
2019,Currus UR-22|Regular,,4,USD 139.075
460,Maximus UM-65|Moderation,,7,USD 1317.4875
2022,Currus UR-25|Regular,,4,USD 283.45
461,Maximus UM-66|Moderation,,7,USD 1231.0725
2026,Currus UR-29|Regular,,4,USD 367.45
462,Maximus UM-67|Moderation,,7,USD 2036.9475
2028,Currus UR-31|Regular,,4,USD 708.7
463,Maximus UM-68|Moderation,,7,USD 572.25
2029,Currus UR-32|Regular,,4,USD 209.95
464,Maximus UM-69|Moderation,,7,USD 866.25
2032,Currus UR-35|Regular,,4,USD 225.7
465,Maximus UM-70|Moderation,,7,USD 1191.7
2034,Currus UR-37|Regular,,4,USD 419.95
466,Maximus UM-71|Moderation,,7,USD 973.1925
2036,Currus UR-39|Regular,,4,USD 230.95
467,Maximus UM-72|Moderation,,7,USD 928.99
2039,Currus UR-42|Regular,,4,USD 388.45
468,Maximus UM-73|Moderation,,7,USD 329.78
469,Maximus UM-74|Moderation,,7,USD 914.03
470,Maximus UM-75|Moderation,,7,USD 1112.69
471,Maximus UM-76|Moderation,,7,USD 968.5725
472,Maximus UM-77|Moderation,,7,USD 966.53
473,Maximus UM-78|Moderation,,7,USD 1548.225
474,Maximus UM-79|Moderation,,7,USD 880.1625
475,Maximus UM-80|Moderation,,7,USD 1091.2125
476,Maximus UM-81|Moderation,,7,USD 1966.0725
477,Maximus UM-82|Moderation,,7,USD 1380.0675
478,Maximus UM-83|Moderation,,7,USD 1443.7
479,Maximus UM-84|Moderation,,7,USD 970.8825
480,Maximus UM-85|Moderation,,7,USD 329.78
481,Maximus UM-86|Moderation,,7,USD 806.93
482,Maximus UM-87|Moderation,,7,USD 677.1975
483,Maximus UM-88|Moderation,,7,USD 1637.9475
484,Maximus UM-89|Moderation,,7,USD 1312.24
485,Maximus UM-90|Moderation,,7,USD 865.4625
486,Maximus UM-91|Moderation,,7,USD 985.425
487,Maximus UM-92|Moderation,,7,USD 1112.95
488,Maximus UM-93|Moderation,,7,USD 1101.0825
489,Maximus UM-94|Moderation,,7,USD 1034.2
490,Maximus UM-95|Moderation,,7,USD 861
491,Maximus UM-96|Moderation,,7,USD 959.175
492,Maximus UM-97|Moderation,,7,USD 962.4825
493,Maximus UM-98|Moderation,,7,USD 969.68
494,Maximus UM-99|Moderation,,7,USD 1622.1975
495,Maximus UM-00|Moderation,,7,USD 848.925
496,Maximus UM-01|Moderation,,7,USD 1034.2
497,Maximus UM-02|Moderation,,7,USD 1501.2375
498,Maximus UM-03|Moderation,,7,USD 1469.74
499,Maximus UM-04|Moderation,,7,USD 984.1125
500,Maximus UM-05|Moderation,,7,USD 939.4875
501,Maximus UM-06|Moderation,,7,USD 1122.8175
502,Maximus UM-07|Moderation,,7,USD 1111.1625
503,Maximus UM-08|Moderation,,7,USD 1763.7375
504,Maximus UM-09|Moderation,,7,USD 1847.7375
505,Maximus UM-10|Moderation,,7,USD 1984.45
506,Maximus UM-11|Moderation,,7,USD 1370.2
507,Maximus UM-12|Moderation,,7,USD 2057.9475
508,Maximus UM-13|Moderation,,7,USD 969.68
509,Maximus UM-14|Moderation,,7,USD 593.25
510,Maximus UM-15|Moderation,,7,USD 944.2125
511,Maximus UM-16|Moderation,,7,USD 1742.9475
512,Maximus UR-01|Regular,Urban,7,USD 262.45
513,Maximus UE-01|Extreme,Urban,7,USD 934.7625
514,Maximus UE-02|Extreme,,7,USD 936.8625
515,Maximus UE-03|Extreme,,7,USD 928.9875
516,Maximus UE-04|Extreme,,7,USD 1390.9875
517,Maximus UE-05|Extreme,,7,USD 930.825
518,Maximus UE-06|Extreme,,7,USD 904.575
519,Maximus UE-07|Extreme,,7,USD 1627.2375
520,Maximus UE-08|Extreme,,7,USD 936.8625
521,Maximus UE-09|Extreme,,7,USD 916.3875
522,Maximus UE-10|Extreme,,7,USD 1495.9875
523,Maximus UE-11|Extreme,,7,USD 955.7625
524,Maximus UE-12|Extreme,,7,USD 1338.4875
525,Maximus UE-13|Extreme,,7,USD 934.7625
526,Maximus UE-14|Extreme,,7,USD 1495.9875
527,Maximus UE-15|Extreme,,7,USD 1390.9875
528,Maximus UE-16|Extreme,,7,USD 1338.4875
529,Maximus UE-17|Extreme,,7,USD 1390.9875
530,Maximus UE-18|Extreme,,7,USD 936.8625
531,Maximus UE-19|Extreme,,7,USD 934.7625
532,Maximus UE-20|Extreme,,7,USD 908.5125
533,Maximus UE-21|Extreme,,7,USD 961.0125
534,Maximus UE-22|Extreme,,7,USD 922.95
535,Maximus UE-23|Extreme,,7,USD 942.6375
536,Maximus UC-01|Convenience,Urban,7,USD 921.64
537,Maximus UC-02|Convenience,,7,USD 850.4475
538,Maximus UC-03|Convenience,,7,USD 1338.6975
539,Maximus UC-04|Convenience,,7,USD 1317.4875
540,Maximus UC-05|Convenience,,7,USD 1322.7375
541,Maximus UC-06|Convenience,,7,USD 1348.73
542,Maximus UC-07|Convenience,,7,USD 771.4875
543,Maximus UC-08|Convenience,,7,USD 329.78
544,Maximus UC-09|Convenience,,7,USD 953.925
545,Maximus UC-10|Convenience,,7,USD 908.2
546,Maximus UC-11|Convenience,,7,USD 1343.7375
547,Maximus UC-12|Convenience,,7,USD 564.3225
548,Maximus UC-13|Convenience,,7,USD 530.2
549,Maximus UC-14|Convenience,,7,USD 569.5725
550,Maximus UC-15|Convenience,,7,USD 433.39
551,Maximus UC-16|Convenience,,7,USD 961.0125
552,Maximus UC-17|Convenience,,7,USD 965.7375
553,Maximus UC-18|Convenience,,7,USD 969.675
554,Maximus UC-19|Convenience,,7,USD 923.1075
555,Maximus UC-20|Convenience,,7,USD 939.6975
556,Maximus UC-21|Convenience,,7,USD 866.1975
557,Maximus UC-22|Convenience,,7,USD 845.5125
558,Maximus UC-23|Convenience,,7,USD 1532.9475
559,Maximus UC-24|Convenience,,7,USD 1042.9125
560,Maximus UC-25|Convenience,,7,USD 711.3225
561,Maximus UC-26|Convenience,,7,USD 755.9475
562,Maximus UC-27|Convenience,,7,USD 935.55
563,Maximus UC-28|Convenience,,7,USD 839.9475
564,Maximus UC-29|Convenience,,7,USD 958.65
565,Maximus UC-30|Convenience,,7,USD 938.175
566,Maximus UC-31|Convenience,,7,USD 986.74
567,Maximus UC-32|Convenience,,7,USD 881.95
568,Maximus UC-33|Convenience,,7,USD 884.1
569,Maximus UC-34|Convenience,,7,USD 1054.9875
570,Maximus UC-35|Convenience,,7,USD 619.4475
571,Maximus UC-36|Convenience,,7,USD 527.1
572,Maximus UC-37|Convenience,,7,USD 472.2375
573,Maximus UC-38|Convenience,,7,USD 319.99
574,Maximus UC-39|Convenience,,7,USD 955.4475
575,Maximus UC-40|Convenience,,7,USD 934.5
576,Maximus UC-41|Convenience,,7,USD 1574.95
577,Maximus UC-42|Convenience,,7,USD 1034.1975
578,Maximus UC-43|Convenience,,7,USD 797.9475
579,Maximus UC-44|Convenience,,7,USD 1338.6975
580,Maximus UC-45|Convenience,,7,USD 845.1975
581,Maximus UC-46|Convenience,,7,USD 1396.2375
582,Maximus UC-47|Convenience,,7,USD 362.2
583,Maximus UC-48|Convenience,,7,USD 555.7125
584,Maximus UC-49|Convenience,,7,USD 624.6975
585,Maximus UC-50|Convenience,,7,USD 425.2
586,Maximus UC-51|Convenience,,7,USD 385.0875
587,Maximus UC-52|Convenience,,7,USD 163.0125
588,Maximus UC-53|Convenience,,7,USD 624.6975
589,Maximus UC-54|Convenience,,7,USD 902.9475
590,Maximus UC-55|Convenience,,7,USD 902.9475
591,Maximus UC-56|Convenience,,7,USD 942.1125
592,Maximus UC-57|Convenience,,7,USD 965.74
593,Maximus UC-58|Convenience,,7,USD 923.9475
594,Maximus UC-59|Convenience,,7,USD 329.78
595,Maximus UC-60|Convenience,,7,USD 765.45
596,Maximus UC-61|Convenience,,7,USD 834.4875
597,Maximus UC-62|Convenience,,7,USD 892.24
598,Maximus UC-63|Convenience,,7,USD 981.6975
599,Maximus UC-64|Convenience,,7,USD 902.9475
600,Maximus UC-65|Convenience,,7,USD 793.0125
601,Maximus UC-66|Convenience,,7,USD 1317.4875
602,Maximus UC-67|Convenience,,7,USD 1322.7375
603,Maximus UC-68|Convenience,,7,USD 923.475
604,Maximus UC-69|Convenience,,7,USD 564.3225
605,Maximus UC-70|Convenience,,7,USD 425.7225
606,Maximus UC-71|Convenience,,7,USD 344.1375
607,Maximus UC-72|Convenience,,7,USD 965.3175
608,Maximus UC-73|Convenience,,7,USD 974.93
609,Maximus UC-74|Convenience,,7,USD 919.8
610,Maximus UC-75|Convenience,,7,USD 931.5075
611,Maximus UC-76|Convenience,,7,USD 1501.2375
612,Maximus UC-77|Convenience,,7,USD 977.29
613,Maximus UC-78|Convenience,,7,USD 329.78
614,Maximus UC-79|Convenience,,7,USD 711.3225
615,Maximus UC-80|Convenience,,7,USD 774.1125
616,Maximus UC-81|Convenience,,7,USD 721.8225
617,Maximus UC-82|Convenience,,7,USD 859.95
618,Maximus UC-83|Convenience,,7,USD 1207.24
619,Maximus UC-84|Convenience,,7,USD 958.65
620,Maximus UC-85|Convenience,,7,USD 329.78
621,Maximus UC-86|Convenience,,7,USD 498.75
622,Maximus UC-87|Convenience,,7,USD 846.5625
623,Maximus UC-88|Convenience,,7,USD 1422.4875
624,Maximus UC-89|Convenience,,7,USD 783.5625
625,Maximus UC-90|Convenience,,7,USD 1348.73
626,Maximus UC-91|Convenience,,7,USD 1427.9475
627,Maximus UC-92|Convenience,,7,USD 922.1625
628,Maximus UC-93|Convenience,,7,USD 963.9
629,Maximus UC-94|Convenience,,7,USD 834.225
630,Maximus UC-95|Convenience,,7,USD 519.49
631,Maximus UC-96|Convenience,,7,USD 405.04
632,Maximus UC-97|Convenience,,7,USD 403.73
633,Maximus UC-98|Convenience,,7,USD 572.1975
634,Maximus UC-99|Convenience,,7,USD 912.975
635,Maximus UC-00|Convenience,,7,USD 970.99
636,Maximus UC-01|Convenience,,7,USD 938.175
1882,Leo UC-01|Convenience,Urban,6,USD 1364.9475
637,Maximus UC-02|Convenience,,7,USD 940.275
1883,Leo UC-02|Convenience,,6,USD 774.3225
638,Maximus UC-03|Convenience,,7,USD 1008.79
1884,Leo UC-03|Convenience,,6,USD 1063.0725
639,Maximus UC-04|Convenience,,7,USD 886.99
1885,Leo UC-04|Convenience,,6,USD 853.0725
640,Maximus UC-05|Convenience,,7,USD 834.6975
1886,Leo UC-05|Convenience,,6,USD 1041.5475
641,Maximus UC-06|Convenience,,7,USD 856.0125
1887,Leo UC-06|Convenience,,6,USD 1469.9475
642,Maximus UC-07|Convenience,,7,USD 919.0125
1888,Leo UC-07|Convenience,,6,USD 1033.6725
643,Maximus UC-08|Convenience,,7,USD 1169.9625
1889,Leo UC-08|Convenience,,6,USD 737.5725
644,Maximus UC-09|Convenience,,7,USD 908.5125
1890,Leo UC-09|Convenience,,6,USD 1679.95
645,Maximus UC-10|Convenience,,7,USD 982.8
1891,Leo UC-10|Convenience,,6,USD 719.2
646,Maximus UC-11|Convenience,,7,USD 938.18
1892,Leo UC-11|Convenience,,6,USD 1076.1975
647,Maximus UC-12|Convenience,,7,USD 940.0125
1893,Leo UC-12|Convenience,,6,USD 748.0725
648,Maximus UC-13|Convenience,,7,USD 892.2375
1894,Leo UC-13|Convenience,,6,USD 818.9475
649,Maximus UC-14|Convenience,,7,USD 845.1975
1895,Leo UC-14|Convenience,,6,USD 761.1975
650,Maximus UC-15|Convenience,,7,USD 524.9475
1896,Leo UC-15|Convenience,,6,USD 769.0725
651,Maximus UC-16|Convenience,,7,USD 845.1975
1897,Leo UC-16|Convenience,,6,USD 787.4475
652,Maximus UC-17|Convenience,,7,USD 843.675
1898,Leo UC-17|Convenience,,6,USD 1056.09
653,Maximus UC-18|Convenience,,7,USD 929.1975
1899,Leo UC-18|Convenience,,6,USD 981.6975
654,Maximus UC-19|Convenience,,7,USD 1034.1975
1901,Leo UC-20|Convenience,,6,USD 847.8225
655,Maximus UC-20|Convenience,,7,USD 995.925
1902,Leo UC-21|Convenience,,6,USD 1627.4475
656,Maximus UC-21|Convenience,,7,USD 960.7
1903,Leo UC-22|Convenience,,6,USD 818.9475
657,Maximus UC-22|Convenience,,7,USD 940.0125
1904,Leo UC-23|Convenience,,6,USD 695.5725
658,Maximus UC-23|Convenience,,7,USD 934.24
1905,Leo UC-24|Convenience,,6,USD 1151.7975
659,Maximus UC-24|Convenience,,7,USD 1564.4475
1906,Leo UC-25|Convenience,,6,USD 774.3225
660,Maximus UC-25|Convenience,,7,USD 712.95
1907,Leo UC-26|Convenience,,6,USD 1299.3225
661,Maximus UC-26|Convenience,,7,USD 329.78
1863,Leo UM-01|Moderation,Urban,6,USD 958.0725
662,Maximus UC-27|Convenience,,7,USD 854.175
1864,Leo UM-02|Moderation,,6,USD 1010.5725
663,Maximus UC-28|Convenience,,7,USD 786.7125
1865,Leo UM-03|Moderation,,6,USD 1863.6975
664,Maximus UC-29|Convenience,,7,USD 329.78
1866,Leo UM-04|Moderation,,6,USD 1325.5725
665,Maximus UC-30|Convenience,,7,USD 329.78
1867,Leo UM-05|Moderation,,6,USD 958.0725
666,Maximus UC-31|Convenience,,7,USD 824.2
1868,Leo UM-06|Moderation,,6,USD 1588.0725
667,Maximus UC-32|Convenience,,7,USD 829.45
1869,Leo UM-07|Moderation,,6,USD 958.0725
668,Maximus UC-33|Convenience,,7,USD 1422.7
1870,Leo UM-08|Moderation,,6,USD 855.7
669,Maximus UC-34|Convenience,,7,USD 1364.74
1871,Leo UM-09|Moderation,,6,USD 1378.0725
670,Maximus UC-35|Convenience,,7,USD 947.8875
1872,Leo UM-10|Moderation,,6,USD 1325.5725
671,Maximus UC-36|Convenience,,7,USD 949.99
1873,Leo UM-11|Moderation,,6,USD 824.1975
672,Maximus UC-37|Convenience,,7,USD 923.475
1874,Leo UM-12|Moderation,,6,USD 853.0725
673,Maximus UC-38|Convenience,,7,USD 0
1875,Leo UM-13|Moderation,,6,USD 1535.5725
674,Maximus UC-39|Convenience,,7,USD 734.74
1876,Leo UM-14|Moderation,,6,USD 1483.0725
675,Maximus UC-40|Convenience,,7,USD 666.49
1877,Leo UM-15|Moderation,,6,USD 889.8225
676,Maximus UC-41|Convenience,,7,USD 886.99
1878,Leo UM-16|Moderation,,6,USD 902.9475
677,Maximus UC-42|Convenience,,7,USD 605.01
1879,Leo UM-17|Moderation,,6,USD 1574.95
678,Maximus UC-43|Convenience,,7,USD 440.9475
1880,Leo UM-18|Moderation,,6,USD 958.0725
679,Maximus UC-44|Convenience,,7,USD 454.0725
1881,Leo UM-19|Moderation,,6,USD 1057.8225
680,Maximus UC-45|Convenience,,7,USD 329.78
681,Maximus UC-46|Convenience,,7,USD 792.4875
682,Maximus UC-47|Convenience,,7,USD 974.925
683,Maximus UC-48|Convenience,,7,USD 946.05
684,Maximus UC-49|Convenience,,7,USD 934.2375
685,Maximus UC-50|Convenience,,7,USD 881.7375
686,Maximus UC-51|Convenience,,7,USD 813.23
687,Maximus UC-52|Convenience,,7,USD 470.4
688,Maximus UC-53|Convenience,,7,USD 574.8225
689,Maximus UC-54|Convenience,,7,USD 364.09
690,Maximus UC-55|Convenience,,7,USD 438.3225
691,Maximus UC-56|Convenience,,7,USD 421.8375
692,Maximus UC-57|Convenience,,7,USD 251.95
693,Maximus UC-58|Convenience,,7,USD 321.3
694,Natura MA-01|All Season,Mix,8,USD 329.78
695,Natura MA-02|All Season,,8,USD 89.1975
696,Natura MA-03|All Season,,8,USD 329.78
697,Natura MA-04|All Season,,8,USD 329.78
698,Natura MA-05|All Season,,8,USD 329.78
699,Natura MA-06|All Season,,8,USD 238.825
700,Natura MA-07|All Season,,8,USD 329.78
701,Natura MA-08|All Season,,8,USD 236.15
702,Natura MA-09|All Season,,8,USD 351.23
703,Natura MA-10|All Season,,8,USD 329.78
704,Natura MA-11|All Season,,8,USD 329.78
705,Natura MA-12|All Season,,8,USD 329.78
706,Natura MA-13|All Season,,8,USD 283.45
707,Natura MA-14|All Season,,8,USD 329.78
708,Natura MA-15|All Season,,8,USD 329.78
709,Natura MA-16|All Season,,8,USD 329.78
710,Natura MA-17|All Season,,8,USD 329.78
711,Natura MA-18|All Season,,8,USD 246.7
712,Natura MA-19|All Season,,8,USD 225.7
713,Natura RP-01|Productivity,Rural,8,USD 162.7
714,Natura RP-02|Productivity,,8,USD 162.7
715,Natura RP-03|Productivity,,8,USD 165.323333333333
716,Natura RP-04|Productivity,,8,USD 165.323333333333
717,Natura RP-05|Productivity,,8,USD 170.575
718,Natura RP-06|Productivity,,8,USD 170.575
719,Natura RP-07|Productivity,,8,USD 104.95
720,Natura RP-08|Productivity,,8,USD 104.95
721,Natura RP-09|Productivity,,8,USD 167.95
722,Natura RP-10|Productivity,,8,USD 167.95
723,Natura RP-11|Productivity,,8,USD 329.78
724,Natura RP-12|Productivity,,8,USD 329.78
725,Natura RP-13|Productivity,,8,USD 120.7
726,Natura RP-14|Productivity,,8,USD 120.7
727,Natura RP-15|Productivity,,8,USD 68.2
728,Natura RP-16|Productivity,,8,USD 68.2
729,Natura RP-17|Productivity,,8,USD 325.45
730,Natura RP-18|Productivity,,8,USD 325.45
731,Natura RP-19|Productivity,,8,USD 146.95
732,Natura RP-20|Productivity,,8,USD 146.95
733,Natura RP-21|Productivity,,8,USD 443.1
734,Natura RP-22|Productivity,,8,USD 443.1
735,Natura RP-23|Productivity,,8,USD 443.1
736,Natura RP-24|Productivity,,8,USD 443.1
737,Natura RP-25|Productivity,,8,USD 472.4475
738,Natura RP-26|Productivity,,8,USD 472.4475
739,Natura RP-27|Productivity,,8,USD 173.2
740,Natura RP-28|Productivity,,8,USD 173.2
741,Natura RP-29|Productivity,,8,USD 329.78
742,Natura RP-30|Productivity,,8,USD 329.78
743,Natura RP-31|Productivity,,8,USD 272.95
744,Natura RP-32|Productivity,,8,USD 272.95
745,Natura RP-33|Productivity,,8,USD 220.45
746,Natura RP-34|Productivity,,8,USD 220.45
747,Natura RP-35|Productivity,,8,USD 291.325
748,Natura RP-36|Productivity,,8,USD 291.325
749,Natura RP-37|Productivity,,8,USD 629.9475
750,Natura RP-38|Productivity,,8,USD 629.9475
751,Natura RP-39|Productivity,,8,USD 329.78
752,Natura RP-40|Productivity,,8,USD 329.78
753,Natura RP-41|Productivity,,8,USD 246.7
754,Natura RP-42|Productivity,,8,USD 246.7
755,Natura RP-43|Productivity,,8,USD 329.78
756,Natura RP-44|Productivity,,8,USD 329.78
757,Natura RP-45|Productivity,,8,USD 83.95
758,Natura RP-46|Productivity,,8,USD 83.95
759,Natura RP-47|Productivity,,8,USD 191.1
760,Natura RP-48|Productivity,,8,USD 191.1
761,Natura RP-49|Productivity,,8,USD 218.93
762,Natura RP-50|Productivity,,8,USD 218.93
763,Natura RP-51|Productivity,,8,USD 389.55
764,Natura RP-52|Productivity,,8,USD 389.55
765,Natura RP-53|Productivity,,8,USD 329.78
766,Natura RP-54|Productivity,,8,USD 329.78
767,Natura RP-55|Productivity,,8,USD 104.95
768,Natura RP-56|Productivity,,8,USD 104.95
769,Natura RP-57|Productivity,,8,USD 288.7
770,Natura RP-58|Productivity,,8,USD 288.7
771,Natura RP-59|Productivity,,8,USD 167.95
772,Natura RP-60|Productivity,,8,USD 167.95
773,Natura RP-61|Productivity,,8,USD 329.78
774,Natura RP-62|Productivity,,8,USD 329.78
775,Natura RP-63|Productivity,,8,USD 329.78
776,Natura RP-64|Productivity,,8,USD 329.78
777,Natura RP-65|Productivity,,8,USD 151.2
778,Natura RP-66|Productivity,,8,USD 151.2
779,Natura RP-67|Productivity,,8,USD 389.03
780,Natura RP-68|Productivity,,8,USD 389.03
781,Natura RP-69|Productivity,,8,USD 129.68
782,Natura RP-70|Productivity,,8,USD 129.68
783,Natura RP-71|Productivity,,8,USD 120.7
784,Natura RP-72|Productivity,,8,USD 120.7
785,Natura RP-73|Productivity,,8,USD 68.2
786,Natura RP-74|Productivity,,8,USD 68.2
787,Natura RP-75|Productivity,,8,USD 333.3225
788,Natura RP-76|Productivity,,8,USD 333.3225
789,Natura RP-77|Productivity,,8,USD 225.7
790,Natura RP-78|Productivity,,8,USD 225.7
791,Natura RP-79|Productivity,,8,USD 80.85
792,Natura RP-80|Productivity,,8,USD 80.85
793,Natura RP-81|Productivity,,8,USD 102.9
794,Natura RP-82|Productivity,,8,USD 102.9
795,Natura RP-83|Productivity,,8,USD 278.2
796,Natura RP-84|Productivity,,8,USD 278.2
797,Natura RS-01|Select,Rural,8,USD 335.95
798,Natura RS-02|Select,,8,USD 131.1975
799,Natura RS-03|Select,,8,USD 1501.4475
800,Natura RS-04|Select,,8,USD 262.45
801,Natura RS-05|Select,,8,USD 309.7
802,Natura RS-06|Select,,8,USD 167.95
803,Natura RS-07|Select,,8,USD 162.7
804,Natura RS-08|Select,,8,USD 167.95
805,Natura RS-09|Select,,8,USD 188.95
806,Natura RS-10|Select,,8,USD 1158.4825
807,Natura RS-11|Select,,8,USD 261.98
808,Natura RS-12|Select,,8,USD 398.95
809,Natura RS-13|Select,,8,USD 269.85
810,Natura RS-14|Select,,8,USD 666.6975
811,Natura RS-15|Select,,8,USD 262.45
812,Natura RS-16|Select,,8,USD 629.9475
813,Natura RS-17|Select,,8,USD 288.7
814,Natura RS-18|Select,,8,USD 329.78
815,Natura RS-19|Select,,8,USD 329.78
816,Natura RS-20|Select,,8,USD 456.7
817,Natura UM-01|Moderation,Urban,8,USD 409.45
818,Natura UM-02|Moderation,,8,USD 329.78
819,Natura UM-03|Moderation,,8,USD 1551.38
820,Natura UM-04|Moderation,,8,USD 1049.95
821,Natura UM-05|Moderation,,8,USD 329.78
822,Natura UM-06|Moderation,,8,USD 472.45
823,Natura UM-07|Moderation,,8,USD 624.7
824,Natura UM-08|Moderation,,8,USD 461.95
825,Natura UM-09|Moderation,,8,USD 635.1975
826,Natura UM-10|Moderation,,8,USD 1411.2
827,Natura UM-11|Moderation,,8,USD 624.7
828,Natura UM-12|Moderation,,8,USD 976.5525
829,Natura UM-13|Moderation,,8,USD 330.7
830,Natura UM-14|Moderation,,8,USD 329.78
831,Natura UM-15|Moderation,,8,USD 329.78
832,Natura UM-16|Moderation,,8,USD 329.78
833,Natura UM-17|Moderation,,8,USD 808.45
834,Natura UM-18|Moderation,,8,USD 1102.45
835,Natura UM-19|Moderation,,8,USD 524.95
836,Natura UM-20|Moderation,,8,USD 839.95
837,Natura UM-21|Moderation,,8,USD 839.95
838,Natura UM-22|Moderation,,8,USD 950.2
839,Natura UM-23|Moderation,,8,USD 957.08
840,Natura UM-24|Moderation,,8,USD 918.7
841,Natura UM-25|Moderation,,8,USD 329.78
842,Natura UM-26|Moderation,,8,USD 755.95
843,Natura UM-27|Moderation,,8,USD 551.1975
844,Natura UM-28|Moderation,,8,USD 329.78
845,Natura UM-29|Moderation,,8,USD 329.78
846,Natura UM-30|Moderation,,8,USD 587.95
847,Natura UM-31|Moderation,,8,USD 603.7
848,Natura UM-32|Moderation,,8,USD 329.78
849,Natura UM-33|Moderation,,8,USD 356.9475
850,Natura UM-34|Moderation,,8,USD 329.78
851,Natura UM-35|Moderation,,8,USD 329.78
852,Natura UM-36|Moderation,,8,USD 771.7
853,Natura UM-37|Moderation,,8,USD 456.7
854,Natura UM-38|Moderation,,8,USD 866.2
855,Natura UR-01|Regular,Urban,8,USD 329.78
856,Natura UR-02|Regular,,8,USD 329.78
857,Natura UR-03|Regular,,8,USD 329.78
858,Natura UR-04|Regular,,8,USD 329.78
859,Natura UR-05|Regular,,8,USD 329.78
860,Natura UR-06|Regular,,8,USD 624.7
861,Natura UR-07|Regular,,8,USD 329.78
862,Natura UR-08|Regular,,8,USD 304.45
863,Natura UR-09|Regular,,8,USD 304.45
864,Natura UR-10|Regular,,8,USD 329.78
865,Natura UR-11|Regular,,8,USD 171.465
866,Natura UR-12|Regular,,8,USD 162.645
867,Natura UR-13|Regular,,8,USD 138.075
868,Natura UR-14|Regular,,8,USD 329.78
869,Natura UR-15|Regular,,8,USD 329.78
870,Natura UR-16|Regular,,8,USD 329.78
871,Natura UR-17|Regular,,8,USD 329.78
872,Natura UR-18|Regular,,8,USD 188.895
873,Natura UR-19|Regular,,8,USD 178.6575
874,Natura UR-20|Regular,,8,USD 56.7525
875,Natura UR-21|Regular,,8,USD 545.95
876,Natura UR-22|Regular,,8,USD 577.45
877,Natura UR-23|Regular,,8,USD 69.85125
878,Natura UR-24|Regular,,8,USD 157.4475
879,Natura UR-25|Regular,,8,USD 199.395
880,Natura UR-26|Regular,,8,USD 329.78
881,Natura UR-27|Regular,,8,USD 47.3025
882,Natura UR-28|Regular,,8,USD 766.45
883,Natura UR-29|Regular,,8,USD 120.645
884,Natura UR-30|Regular,,8,USD 59.325
885,Natura UR-31|Regular,,8,USD 393.6975
886,Natura UR-32|Regular,,8,USD 329.78
887,Natura UR-33|Regular,,8,USD 329.78
888,Natura UR-34|Regular,,8,USD 329.78
889,Natura UR-35|Regular,,8,USD 329.78
890,Natura UR-36|Regular,,8,USD 70.0875
891,Natura UR-37|Regular,,8,USD 329.78
892,Natura UE-01|Extreme,Urban,8,USD 467.2
893,Natura UE-02|Extreme,,8,USD 876.7
894,Natura UE-03|Extreme,,8,USD 309.6975
895,Natura UE-04|Extreme,,8,USD 629.95
896,Natura UE-05|Extreme,,8,USD 918.7
897,Natura UE-06|Extreme,,8,USD 787.4475
898,Natura UE-07|Extreme,,8,USD 329.78
899,Natura UE-08|Extreme,,8,USD 617.4
900,Natura UE-09|Extreme,,8,USD 304.45
901,Natura UE-10|Extreme,,8,USD 409.45
902,Natura UE-11|Extreme,,8,USD 157.45
903,Natura UE-12|Extreme,,8,USD 78.65
904,Natura UE-13|Extreme,,8,USD 1417.5
905,Natura UE-14|Extreme,,8,USD 635.2
906,Natura UE-15|Extreme,,8,USD 446.2
907,Natura UE-16|Extreme,,8,USD 756
908,Natura UE-17|Extreme,,8,USD 241.45
909,Natura UE-18|Extreme,,8,USD 246.7
910,Natura UE-19|Extreme,,8,USD 446.2
911,Natura UE-20|Extreme,,8,USD 329.78
912,Natura UE-21|Extreme,,8,USD 329.78
913,Natura UE-22|Extreme,,8,USD 388.45
914,Natura UE-23|Extreme,,8,USD 603.7
915,Natura UE-24|Extreme,,8,USD 556.45
916,Natura UE-25|Extreme,,8,USD 839.95
917,Natura UE-26|Extreme,,8,USD 329.78
918,Natura UE-27|Extreme,,8,USD 329.78
919,Natura UE-28|Extreme,,8,USD 329.78
920,Natura UE-29|Extreme,,8,USD 329.78
921,Natura UE-30|Extreme,,8,USD 524.95
922,Natura UE-31|Extreme,,8,USD 488.2
923,Natura UE-32|Extreme,,8,USD 157.395
924,Natura UE-33|Extreme,,8,USD 330.7
925,Natura UE-34|Extreme,,8,USD 330.7
926,Natura UE-35|Extreme,,8,USD 658.35
927,Natura UE-36|Extreme,,8,USD 640.45
928,Natura UE-37|Extreme,,8,USD 329.78
929,Natura UE-38|Extreme,,8,USD 329.78
930,Natura UE-39|Extreme,,8,USD 582.7
