"Poverty estimates for the U.S., States, and counties, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Department of Commerce, Bureau of the Census, Small Area Income and Poverty Estimates (SAIPE) Program. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For definitions of rural classifications, see the USDA, Economic Research Service webpage ""Rural Classifications"" in the ""Rural Economy & Population"" topic. Note that counties not existing when rural classifications were determined will not have values for those fields. Variable descriptions (column names) are found in the second tab in this workbook.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This table was prepared by USDA, Economic Research Service. Data as of June 3, 2022. Contact: Kathleen Kassel, katheen.kassel@usda.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIPS_code,Stabr,Area_name,Rural-urban_Continuum_Code_2003,Urban_Influence_Code_2003,Rural-urban_Continuum_Code_2013,Urban_Influence_Code_2013,POVALL_2020,CI90LBALL_2020,CI90UBALL_2020,PCTPOVALL_2020,CI90LBALLP_2020,CI90UBALLP_2020,POV017_2020,CI90LB017_2020,CI90UB017_2020,PCTPOV017_2020,CI90LB017P_2020,CI90UB017P_2020,POV517_2020,CI90LB517_2020,CI90UB517_2020,PCTPOV517_2020,CI90LB517P_2020,CI90UB517P_2020,MEDHHINC_2020,CI90LBINC_2020,CI90UBINC_2020,POV04_2020,CI90LB04_2020,CI90UB04_2020,PCTPOV04_2020,CI90LB04P_2020,CI90UB04P_2020,,,,,,,,,,,,,
16057,ID,Latah County,4,5,4,5,"5,840","4,940","6,740",15.3,12.9,17.7,783,539,"1,027",10.7,7.4,14.0,504,328,680,9.6,6.2,13.0,"59,834","56,993","62,675",,,,,,,,,,,,,,,,,,,
16059,ID,Lemhi County,7,11,7,11,"1,222",950,"1,494",15.3,11.9,18.7,321,216,426,22.3,15.0,29.6,216,135,297,20.8,13.0,28.6,"48,908","41,261","56,555",,,,,,,,,,,,,,,,,,,
16061,ID,Lewis County,8,7,8,7,492,371,613,12.9,9.7,16.1,161,106,216,19.5,12.8,26.2,110,70,150,17.4,11.1,23.7,"52,255","45,869","58,641",,,,,,,,,,,,,,,,,,,
16063,ID,Lincoln County,9,10,9,8,602,449,755,11.4,8.5,14.3,222,143,301,15.7,10.1,21.3,152,95,209,14.2,8.9,19.5,"58,806","50,383","67,229",,,,,,,,,,,,,,,,,,,
16065,ID,Madison County,6,5,4,5,"5,659","4,506","6,812",14.3,11.4,17.2,"1,115",703,"1,527",10.5,6.6,14.4,737,432,"1,042",11.0,6.5,15.5,"53,727","47,453","60,001",,,,,,,,,,,,,,,,,,,
16067,ID,Minidoka County,7,8,7,8,"2,940","2,402","3,478",14.0,11.4,16.6,"1,140",888,"1,392",19.0,14.8,23.2,763,581,945,17.3,13.2,21.4,"56,022","47,665","64,379",,,,,,,,,,,,,,,,,,,
16069,ID,Nez Perce County,3,2,3,2,"4,597","3,649","5,545",11.6,9.2,14.0,"1,063",728,"1,398",12.7,8.7,16.7,701,463,939,11.6,7.6,15.6,"57,839","49,785","65,893",,,,,,,,,,,,,,,,,,,
16071,ID,Oneida County,8,7,8,7,431,317,545,9.7,7.1,12.3,152,98,206,12.5,8.0,17.0,109,68,150,12.0,7.5,16.5,"69,357","63,322","75,392",,,,,,,,,,,,,,,,,,,
16073,ID,Owyhee County,2,2,2,2,"1,630","1,230","2,030",13.6,10.3,16.9,564,384,744,19.2,13.1,25.3,394,260,528,18.2,12.0,24.4,"53,910","47,426","60,394",,,,,,,,,,,,,,,,,,,
16075,ID,Payette County,6,5,6,5,"2,824","2,156","3,492",11.5,8.8,14.2,900,605,"1,195",14.4,9.7,19.1,618,394,842,13.5,8.6,18.4,"60,177","52,236","68,118",,,,,,,,,,,,,,,,,,,
16077,ID,Power County,3,2,6,6,942,698,"1,186",12.4,9.2,15.6,386,252,520,16.8,11.0,22.6,272,172,372,16.0,10.1,21.9,"45,404","38,458","52,350",,,,,,,,,,,,,,,,,,,
16079,ID,Shoshone County,6,7,6,7,"1,832","1,344","2,320",14.4,10.6,18.2,535,342,728,21.0,13.4,28.6,350,214,486,19.6,12.0,27.2,"44,336","38,203","50,469",,,,,,,,,,,,,,,,,,,
16081,ID,Teton County,9,8,9,8,921,692,"1,150",7.4,5.6,9.2,289,187,391,10.1,6.5,13.7,195,121,269,9.0,5.6,12.4,"74,935","64,727","85,143",,,,,,,,,,,,,,,,,,,
16083,ID,Twin Falls County,5,8,5,8,"9,684","7,561","11,807",11.1,8.7,13.5,"3,101","2,202","4,000",13.3,9.5,17.1,"1,974","1,329","2,619",11.5,7.8,15.2,"54,995","48,767","61,223",,,,,,,,,,,,,,,,,,,
16085,ID,Valley County,8,7,8,6,"1,013",785,"1,241",8.7,6.8,10.6,234,153,315,11.3,7.4,15.2,165,105,225,10.6,6.7,14.5,"62,600","53,018","72,182",,,,,,,,,,,,,,,,,,,
16087,ID,Washington County,6,6,6,6,"1,448","1,118","1,778",14.2,11.0,17.4,455,296,614,20.0,13.0,27.0,309,196,422,18.0,11.4,24.6,"49,186","42,097","56,275",,,,,,,,,,,,,,,,,,,
17000,IL,Illinois,,,,,"1,351,159","1,323,764","1,378,554",11.0,10.8,11.2,"377,680","364,078","391,282",13.9,13.4,14.4,"268,581","256,492","280,670",13.4,12.8,14.0,"71,243","70,627","71,859","99,052","93,010","105,094",14.1,13.2,15.0,,,,,,,,,,,,,
17001,IL,Adams County,5,8,5,8,"6,735","5,176","8,294",10.7,8.2,13.2,"1,870","1,249","2,491",13.2,8.8,17.6,"1,296",847,"1,745",12.6,8.2,17.0,"57,434","52,093","62,775",,,,,,,,,,,,,,,,,,,
17003,IL,Alexander County,7,8,3,2,"1,312",991,"1,633",24.2,18.3,30.1,407,272,542,36.5,24.4,48.6,316,216,416,36.9,25.2,48.6,"38,315","32,445","44,185",,,,,,,,,,,,,,,,,,,
17005,IL,Bond County,1,1,1,1,"1,586","1,153","2,019",10.8,7.8,13.8,441,295,587,14.7,9.8,19.6,305,200,410,13.4,8.8,18.0,"58,209","50,514","65,904",,,,,,,,,,,,,,,,,,,
17007,IL,Boone County,2,2,2,2,"3,559","2,574","4,544",6.8,4.9,8.7,"1,313",879,"1,747",10.6,7.1,14.1,918,603,"1,233",9.5,6.2,12.8,"82,318","73,479","91,157",,,,,,,,,,,,,,,,,,,
17009,IL,Brown County,7,10,7,10,757,551,963,16.7,12.2,21.2,116,78,154,11.3,7.6,15.0,82,54,110,11.5,7.5,15.5,"52,277","44,325","60,229",,,,,,,,,,,,,,,,,,,
17011,IL,Bureau County,6,5,7,8,"3,191","2,511","3,871",10.0,7.9,12.1,935,646,"1,224",14.1,9.7,18.5,653,438,868,13.1,8.8,17.4,"57,728","52,035","63,421",,,,,,,,,,,,,,,,,,,
17013,IL,Calhoun County,1,1,1,1,418,304,532,9.2,6.7,11.7,106,71,141,11.9,7.9,15.9,76,50,102,11.0,7.2,14.8,"61,648","53,021","70,275",,,,,,,,,,,,,,,,,,,
17015,IL,Carroll County,7,9,7,9,"1,463","1,093","1,833",10.5,7.9,13.1,407,281,533,15.1,10.4,19.8,284,191,377,14.2,9.6,18.8,"53,965","47,878","60,052",,,,,,,,,,,,,,,,,,,
17017,IL,Cass County,6,6,6,6,"1,425","1,135","1,715",12.2,9.7,14.7,437,314,560,15.5,11.1,19.9,303,211,395,15.1,10.5,19.7,"54,205","46,212","62,198",,,,,,,,,,,,,,,,,,,
17019,IL,Champaign County,3,2,3,2,"29,150","25,006","33,294",15.1,13.0,17.2,"5,942","4,366","7,518",15.4,11.3,19.5,"3,987","2,809","5,165",14.5,10.2,18.8,"64,387","59,627","69,147",,,,,,,,,,,,,,,,,,,
17021,IL,Christian County,6,5,6,5,"3,003","2,137","3,869",9.9,7.1,12.7,929,612,"1,246",14.9,9.8,20.0,652,424,880,14.1,9.2,19.0,"56,656","49,796","63,516",,,,,,,,,,,,,,,,,,,
17023,IL,Clark County,6,6,6,6,"1,563","1,164","1,962",10.4,7.7,13.1,492,329,655,14.8,9.9,19.7,353,232,474,14.5,9.5,19.5,"59,633","52,198","67,068",,,,,,,,,,,,,,,,,,,
17025,IL,Clay County,7,9,7,9,"1,712","1,348","2,076",13.3,10.5,16.1,539,388,690,18.5,13.3,23.7,402,292,512,18.9,13.7,24.1,"59,602","55,434","63,770",,,,,,,,,,,,,,,,,,,
17027,IL,Clinton County,1,1,1,1,"2,501","1,906","3,096",7.1,5.4,8.8,580,376,784,7.5,4.9,10.1,450,293,607,8.0,5.2,10.8,"71,883","63,939","79,827",,,,,,,,,,,,,,,,,,,
17029,IL,Coles County,5,8,5,8,"8,284","6,813","9,755",17.5,14.4,20.6,"1,526","1,070","1,982",17.5,12.3,22.7,"1,140",808,"1,472",18.1,12.8,23.4,"46,900","41,117","52,683",,,,,,,,,,,,,,,,,,,
17031,IL,Cook County,1,1,1,1,"646,192","619,814","672,570",12.9,12.4,13.4,"178,823","166,898","190,748",16.6,15.5,17.7,"129,344","120,130","138,558",16.5,15.3,17.7,"71,611","70,119","73,103",,,,,,,,,,,,,,,,,,,
17033,IL,Crawford County,6,6,7,9,"1,876","1,388","2,364",11.0,8.1,13.9,522,346,698,14.6,9.7,19.5,386,251,521,14.8,9.6,20.0,"57,632","50,400","64,864",,,,,,,,,,,,,,,,,,,
17035,IL,Cumberland County,9,8,9,8,931,679,"1,183",8.9,6.5,11.3,263,173,353,11.3,7.5,15.1,180,116,244,10.5,6.8,14.2,"68,683","58,785","78,581",,,,,,,,,,,,,,,,,,,
17037,IL,DeKalb County,1,1,1,1,"10,691","8,613","12,769",10.8,8.7,12.9,"2,433","1,785","3,081",11.2,8.2,14.2,"1,740","1,252","2,228",10.8,7.8,13.8,"68,546","61,478","75,614",,,,,,,,,,,,,,,,,,,
17039,IL,De Witt County,6,6,3,2,"1,489","1,112","1,866",9.9,7.4,12.4,415,276,554,13.2,8.8,17.6,291,190,392,12.7,8.3,17.1,"65,526","58,121","72,931",,,,,,,,,,,,,,,,,,,
17041,IL,Douglas County,6,6,6,6,"1,576","1,186","1,966",8.2,6.2,10.2,538,364,712,11.5,7.8,15.2,364,239,489,10.6,7.0,14.2,"63,003","54,990","71,016",,,,,,,,,,,,,,,,,,,
17043,IL,DuPage County,1,1,1,1,"53,259","45,622","60,896",5.9,5.1,6.7,"12,794","10,022","15,566",6.3,4.9,7.7,"8,925","6,646","11,204",5.9,4.4,7.4,"92,101","87,588","96,614",,,,,,,,,,,,,,,,,,,
17045,IL,Edgar County,6,6,6,6,"1,933","1,429","2,437",11.7,8.7,14.7,573,381,765,17.6,11.7,23.5,411,269,553,17.5,11.5,23.5,"52,668","45,814","59,522",,,,,,,,,,,,,,,,,,,
17047,IL,Edwards County,9,12,9,12,676,512,840,10.7,8.1,13.3,197,133,261,13.9,9.4,18.4,139,91,187,13.7,9.0,18.4,"55,832","47,594","64,070",,,,,,,,,,,,,,,,,,,
17049,IL,Effingham County,7,8,7,8,"3,128","2,509","3,747",9.3,7.5,11.1,906,652,"1,160",11.4,8.2,14.6,602,417,787,10.5,7.3,13.7,"65,172","57,156","73,188",,,,,,,,,,,,,,,,,,,
17051,IL,Fayette County,6,4,6,4,"2,884","2,269","3,499",14.7,11.6,17.8,793,544,"1,042",18.6,12.8,24.4,551,370,732,17.9,12.0,23.8,"49,030","42,944","55,116",,,,,,,,,,,,,,,,,,,
17053,IL,Ford County,3,2,3,2,"1,180",903,"1,457",9.5,7.3,11.7,387,257,517,13.5,9.0,18.0,257,162,352,12.2,7.7,16.7,"58,478","50,005","66,951",,,,,,,,,,,,,,,,,,,
17055,IL,Franklin County,5,9,4,6,"5,795","4,409","7,181",15.5,11.8,19.2,"1,711","1,138","2,284",21.0,13.9,28.1,"1,235",816,"1,654",20.9,13.8,28.0,"49,834","46,313","53,355",,,,,,,,,,,,,,,,,,,
17057,IL,Fulton County,6,5,6,5,"4,091","3,193","4,989",13.2,10.3,16.1,"1,043",715,"1,371",16.5,11.3,21.7,747,506,988,15.9,10.8,21.0,"48,828","44,545","53,111",,,,,,,,,,,,,,,,,,,
17059,IL,Gallatin County,8,7,8,7,743,561,925,15.6,11.8,19.4,196,128,264,21.1,13.8,28.4,144,92,196,20.3,13.0,27.6,"44,282","37,786","50,778",,,,,,,,,,,,,,,,,,,
17061,IL,Greene County,6,4,6,4,"1,641","1,250","2,032",13.3,10.1,16.5,456,316,596,17.3,12.0,22.6,325,220,430,16.6,11.2,22.0,"51,242","44,096","58,388",,,,,,,,,,,,,,,,,,,
17063,IL,Grundy County,1,1,1,1,"3,009","2,254","3,764",5.9,4.4,7.4,918,635,"1,201",7.4,5.1,9.7,669,459,879,7.1,4.9,9.3,"74,935","68,842","81,028",,,,,,,,,,,,,,,,,,,
17065,IL,Hamilton County,7,8,7,9,"1,040",791,"1,289",13.0,9.9,16.1,328,225,431,19.1,13.1,25.1,224,147,301,17.5,11.5,23.5,"49,302","41,965","56,639",,,,,,,,,,,,,,,,,,,
17067,IL,Hancock County,7,9,7,8,"1,918","1,505","2,331",11.2,8.8,13.6,557,398,716,15.6,11.1,20.1,398,282,514,15.0,10.6,19.4,"54,076","47,469","60,683",,,,,,,,,,,,,,,,,,,
17069,IL,Hardin County,9,10,9,12,684,507,861,18.0,13.3,22.7,179,120,238,27.8,18.6,37.0,126,82,170,26.5,17.4,35.6,"39,674","33,667","45,681",,,,,,,,,,,,,,,,,,,
17071,IL,Henderson County,9,8,9,8,687,505,869,10.6,7.8,13.4,169,113,225,14.5,9.7,19.3,122,80,164,14.4,9.4,19.4,"58,577","50,830","66,324",,,,,,,,,,,,,,,,,,,
17073,IL,Henry County,2,2,2,2,"4,583","3,586","5,580",9.6,7.5,11.7,"1,266",881,"1,651",12.4,8.6,16.2,878,600,"1,156",11.3,7.7,14.9,"63,859","57,173","70,545",,,,,,,,,,,,,,,,,,,
17075,IL,Iroquois County,6,6,6,4,"2,923","2,348","3,498",11.2,9.0,13.4,781,540,"1,022",14.0,9.7,18.3,562,383,741,13.8,9.4,18.2,"53,633","48,656","58,610",,,,,,,,,,,,,,,,,,,
17077,IL,Jackson County,5,8,3,2,"9,154","7,103","11,205",17.2,13.4,21.0,"2,448","1,610","3,286",24.2,15.9,32.5,"1,715","1,117","2,313",24.0,15.6,32.4,"45,608","41,254","49,962",,,,,,,,,,,,,,,,,,,
17079,IL,Jasper County,7,9,7,9,898,674,"1,122",9.6,7.2,12.0,269,186,352,12.8,8.9,16.7,190,128,252,12.4,8.4,16.4,"57,969","49,051","66,887",,,,,,,,,,,,,,,,,,,
17081,IL,Jefferson County,7,8,7,8,"4,369","3,265","5,473",12.5,9.3,15.7,"1,513","1,032","1,994",18.8,12.8,24.8,"1,123",739,"1,507",19.3,12.7,25.9,"58,114","54,740","61,488",,,,,,,,,,,,,,,,,,,
17083,IL,Jersey County,1,1,1,1,"1,775","1,291","2,259",8.5,6.2,10.8,504,337,671,11.8,7.9,15.7,357,234,480,11.2,7.3,15.1,"69,341","61,158","77,524",,,,,,,,,,,,,,,,,,,
17085,IL,Jo Daviess County,6,6,6,6,"1,906","1,494","2,318",9.1,7.1,11.1,445,315,575,11.6,8.2,15.0,340,245,435,11.5,8.3,14.7,"56,446","51,306","61,586",,,,,,,,,,,,,,,,,,,
17087,IL,Johnson County,7,10,8,6,"1,645","1,283","2,007",14.9,11.6,18.2,368,264,472,16.5,11.8,21.2,257,180,334,15.5,10.9,20.1,"51,607","45,300","57,914",,,,,,,,,,,,,,,,,,,
17089,IL,Kane County,1,1,1,1,"38,218","32,098","44,338",7.3,6.1,8.5,"11,387","8,554","14,220",8.9,6.7,11.1,"7,801","5,695","9,907",8.1,5.9,10.3,"83,784","79,963","87,605",,,,,,,,,,,,,,,,,,,
17091,IL,Kankakee County,3,2,3,2,"14,004","11,532","16,476",13.6,11.2,16.0,"4,101","3,029","5,173",17.3,12.8,21.8,"3,025","2,271","3,779",17.3,13.0,21.6,"57,413","52,118","62,708",,,,,,,,,,,,,,,,,,,
17093,IL,Kendall County,1,1,1,1,"5,078","3,695","6,461",3.9,2.8,5.0,"1,446",887,"2,005",4.0,2.4,5.6,"1,069",652,"1,486",3.9,2.4,5.4,"97,263","90,574","103,952",,,,,,,,,,,,,,,,,,,
17095,IL,Knox County,4,5,4,5,"6,027","4,715","7,339",13.4,10.5,16.3,"1,734","1,153","2,315",18.3,12.2,24.4,"1,214",794,"1,634",18.2,11.9,24.5,"52,881","46,367","59,395",,,,,,,,,,,,,,,,,,,
17097,IL,Lake County,1,1,1,1,"46,919","39,561","54,277",7.0,5.9,8.1,"13,399","10,382","16,416",8.3,6.4,10.2,"10,437","8,299","12,575",8.5,6.8,10.2,"100,325","96,897","103,753",,,,,,,,,,,,,,,,,,,
17099,IL,La Salle County,4,3,4,3,"11,840","9,655","14,025",11.4,9.3,13.5,"3,428","2,525","4,331",15.5,11.4,19.6,"2,363","1,709","3,017",14.3,10.3,18.3,"62,714","57,210","68,218",,,,,,,,,,,,,,,,,,,
17101,IL,Lawrence County,7,9,7,9,"2,147","1,568","2,726",16.5,12.1,20.9,500,324,676,17.7,11.5,23.9,388,255,521,18.2,11.9,24.5,"47,408","40,853","53,963",,,,,,,,,,,,,,,,,,,
17103,IL,Lee County,4,3,6,3,"3,247","2,500","3,994",10.6,8.2,13.0,809,543,"1,075",12.7,8.5,16.9,583,388,778,12.4,8.3,16.5,"64,310","57,887","70,733",,,,,,,,,,,,,,,,,,,
17105,IL,Livingston County,4,5,4,3,"3,274","2,407","4,141",9.9,7.3,12.5,966,639,"1,293",12.9,8.5,17.3,690,452,928,12.8,8.4,17.2,"66,274","60,119","72,429",,,,,,,,,,,,,,,,,,,
17107,IL,Logan County,6,5,6,5,"2,812","2,107","3,517",11.6,8.7,14.5,767,536,998,14.6,10.2,19.0,551,384,718,14.3,10.0,18.6,"65,255","60,757","69,753",,,,,,,,,,,,,,,,,,,
17109,IL,McDonough County,5,8,5,8,"4,363","3,379","5,347",16.8,13.0,20.6,912,606,"1,218",18.8,12.5,25.1,605,388,822,17.1,11.0,23.2,"52,155","48,470","55,840",,,,,,,,,,,,,,,,,,,
17111,IL,McHenry County,1,1,1,1,"18,998","15,435","22,561",6.3,5.1,7.5,"5,004","3,804","6,204",7.3,5.6,9.0,"3,394","2,483","4,305",6.4,4.7,8.1,"89,730","81,837","97,623",,,,,,,,,,,,,,,,,,,
17113,IL,McLean County,3,2,3,2,"17,168","14,642","19,694",10.7,9.1,12.3,"3,473","2,472","4,474",9.8,7.0,12.6,"2,406","1,678","3,134",9.2,6.4,12.0,"71,919","67,324","76,514",,,,,,,,,,,,,,,,,,,
17115,IL,Macon County,3,2,3,2,"12,674","9,741","15,607",12.8,9.8,15.8,"4,016","2,772","5,260",18.0,12.4,23.6,"2,905","2,003","3,807",18.1,12.5,23.7,"57,601","53,349","61,853",,,,,,,,,,,,,,,,,,,
17117,IL,Macoupin County,1,1,1,1,"4,707","3,631","5,783",10.8,8.3,13.3,"1,320",890,"1,750",14.5,9.8,19.2,939,614,"1,264",13.9,9.1,18.7,"53,312","49,751","56,873",,,,,,,,,,,,,,,,,,,
17119,IL,Madison County,1,1,1,1,"28,469","24,290","32,648",11.0,9.4,12.6,"6,976","5,237","8,715",12.6,9.5,15.7,"4,769","3,422","6,116",11.6,8.3,14.9,"63,903","60,385","67,421",,,,,,,,,,,,,,,,,,,
17121,IL,Marion County,4,3,4,3,"5,125","4,065","6,185",14.2,11.3,17.1,"1,749","1,224","2,274",20.9,14.6,27.2,"1,101",727,"1,475",18.2,12.0,24.4,"52,019","46,375","57,663",,,,,,,,,,,,,,,,,,,
17123,IL,Marshall County,2,2,2,2,"1,025",800,"1,250",9.3,7.3,11.3,277,186,368,12.3,8.2,16.4,198,129,267,12.0,7.8,16.2,"54,022","47,707","60,337",,,,,,,,,,,,,,,,,,,
17125,IL,Mason County,6,6,6,6,"1,728","1,359","2,097",13.4,10.5,16.3,529,365,693,20.0,13.8,26.2,371,250,492,18.7,12.6,24.8,"53,503","46,226","60,780",,,,,,,,,,,,,,,,,,,
17127,IL,Massac County,7,8,7,8,"1,978","1,490","2,466",14.8,11.2,18.4,657,439,875,22.9,15.3,30.5,473,310,636,22.2,14.6,29.8,"49,054","41,982","56,126",,,,,,,,,,,,,,,,,,,
17129,IL,Menard County,3,2,3,2,937,708,"1,166",7.9,6.0,9.8,278,186,370,10.8,7.2,14.4,197,129,265,10.2,6.6,13.8,"69,749","60,969","78,529",,,,,,,,,,,,,,,,,,,
17131,IL,Mercer County,2,2,2,2,"1,317","1,044","1,590",8.8,7.0,10.6,380,262,498,12.1,8.3,15.9,274,180,368,11.5,7.6,15.4,"62,857","55,409","70,305",,,,,,,,,,,,,,,,,,,
17133,IL,Monroe County,1,1,1,1,"1,400","1,035","1,765",4.1,3.0,5.2,260,173,347,3.5,2.3,4.7,170,111,229,3.1,2.0,4.2,"90,880","77,300","104,460",,,,,,,,,,,,,,,,,,,
17135,IL,Montgomery County,6,6,6,4,"3,436","2,618","4,254",13.5,10.3,16.7,942,628,"1,256",17.1,11.4,22.8,646,424,868,16.1,10.6,21.6,"59,497","55,696","63,298",,,,,,,,,,,,,,,,,,,
17137,IL,Morgan County,4,5,4,5,"3,755","2,852","4,658",12.4,9.4,15.4,903,615,"1,191",15.1,10.3,19.9,654,435,873,15.1,10.0,20.2,"54,764","47,737","61,791",,,,,,,,,,,,,,,,,,,
17139,IL,Moultrie County,6,6,6,6,"1,265",957,"1,573",9.1,6.9,11.3,413,279,547,11.8,8.0,15.6,292,193,391,11.0,7.3,14.7,"61,022","54,792","67,252",,,,,,,,,,,,,,,,,,,
17141,IL,Ogle County,4,5,4,3,"4,132","3,200","5,064",8.3,6.4,10.2,"1,219",850,"1,588",11.1,7.7,14.5,863,590,"1,136",10.5,7.2,13.8,"71,470","66,929","76,011",,,,,,,,,,,,,,,,,,,
17143,IL,Peoria County,2,2,2,2,"24,583","20,994","28,172",14.2,12.1,16.3,"8,100","6,111","10,089",19.7,14.9,24.5,"5,295","3,896","6,694",18.1,13.3,22.9,"53,506","50,442","56,570",,,,,,,,,,,,,,,,,,,
17145,IL,Perry County,7,9,6,6,"2,732","2,090","3,374",15.1,11.6,18.6,641,452,830,16.5,11.6,21.4,427,287,567,14.6,9.8,19.4,"55,132","47,867","62,397",,,,,,,,,,,,,,,,,,,
17147,IL,Piatt County,3,2,3,2,"1,034",768,"1,300",6.4,4.8,8.0,252,169,335,7.1,4.8,9.4,174,114,234,6.6,4.3,8.9,"69,521","60,684","78,358",,,,,,,,,,,,,,,,,,,
17149,IL,Pike County,7,9,7,9,"1,983","1,539","2,427",13.5,10.5,16.5,602,414,790,18.1,12.4,23.8,426,282,570,17.9,11.8,24.0,"48,815","42,170","55,460",,,,,,,,,,,,,,,,,,,
17151,IL,Pope County,9,10,8,7,630,463,797,15.6,11.5,19.7,101,66,136,22.9,15.0,30.8,78,50,106,24.8,15.8,33.8,"49,071","41,752","56,390",,,,,,,,,,,,,,,,,,,
17153,IL,Pulaski County,9,10,8,7,"1,056",806,"1,306",20.4,15.6,25.2,343,239,447,31.6,22.0,41.2,237,158,316,28.8,19.2,38.4,"40,481","34,134","46,828",,,,,,,,,,,,,,,,,,,
17155,IL,Putnam County,8,5,8,5,413,312,514,7.3,5.5,9.1,126,84,168,11.5,7.7,15.3,92,61,123,10.8,7.1,14.5,"70,070","60,444","79,696",,,,,,,,,,,,,,,,,,,
17157,IL,Randolph County,6,4,6,4,"3,251","2,461","4,041",12.0,9.1,14.9,907,602,"1,212",15.5,10.3,20.7,633,414,852,14.8,9.7,19.9,"56,867","52,150","61,584",,,,,,,,,,,,,,,,,,,
17159,IL,Richland County,7,11,7,11,"1,794","1,335","2,253",11.9,8.9,14.9,540,370,710,15.7,10.8,20.6,382,258,506,15.0,10.1,19.9,"56,900","50,703","63,097",,,,,,,,,,,,,,,,,,,
17161,IL,Rock Island County,2,2,2,2,"18,365","15,471","21,259",13.5,11.4,15.6,"5,762","4,422","7,102",18.8,14.4,23.2,"4,054","3,077","5,031",18.2,13.8,22.6,"58,022","53,975","62,069",,,,,,,,,,,,,,,,,,,
17163,IL,St. Clair County,1,1,1,1,"35,007","28,550","41,464",13.8,11.2,16.4,"11,347","8,357","14,337",19.3,14.2,24.4,"7,749","5,602","9,896",18.0,13.0,23.0,"61,863","59,052","64,674",,,,,,,,,,,,,,,,,,,
17165,IL,Saline County,7,8,6,6,"3,414","2,625","4,203",15.3,11.8,18.8,985,637,"1,333",21.4,13.8,29.0,704,448,960,21.5,13.7,29.3,"45,793","39,240","52,346",,,,,,,,,,,,,,,,,,,
17167,IL,Sangamon County,3,2,3,2,"24,310","21,320","27,300",12.8,11.2,14.4,"6,735","5,106","8,364",16.2,12.3,20.1,"4,684","3,486","5,882",15.3,11.4,19.2,"60,541","56,148","64,934",,,,,,,,,,,,,,,,,,,
17169,IL,Schuyler County,7,9,7,9,778,576,980,11.7,8.7,14.7,168,112,224,14.6,9.7,19.5,124,81,167,14.5,9.4,19.6,"53,686","46,301","61,071",,,,,,,,,,,,,,,,,,,
17171,IL,Scott County,9,8,9,8,525,403,647,10.8,8.3,13.3,178,125,231,17.3,12.1,22.5,132,92,172,16.6,11.6,21.6,"59,285","50,125","68,445",,,,,,,,,,,,,,,,,,,
17173,IL,Shelby County,6,6,6,6,"1,879","1,416","2,342",8.9,6.7,11.1,529,356,702,12.0,8.1,15.9,374,247,501,11.4,7.5,15.3,"64,508","59,796","69,220",,,,,,,,,,,,,,,,,,,
17175,IL,Stark County,2,2,2,2,558,421,695,10.8,8.1,13.5,170,116,224,15.4,10.5,20.3,119,78,160,14.7,9.6,19.8,"54,219","45,780","62,658",,,,,,,,,,,,,,,,,,,
17177,IL,Stephenson County,4,5,4,5,"4,794","3,708","5,880",11.2,8.7,13.7,"1,552","1,047","2,057",17.2,11.6,22.8,"1,099",733,"1,465",16.5,11.0,22.0,"57,952","52,028","63,876",,,,,,,,,,,,,,,,,,,
17179,IL,Tazewell County,2,2,2,2,"9,695","7,481","11,909",7.6,5.9,9.3,"2,666","1,801","3,531",9.3,6.3,12.3,"1,855","1,221","2,489",8.6,5.7,11.5,"69,874","63,407","76,341",,,,,,,,,,,,,,,,,,,
17181,IL,Union County,7,9,6,6,"2,282","1,756","2,808",14.0,10.8,17.2,632,413,851,18.6,12.2,25.0,443,283,603,17.6,11.2,24.0,"55,736","48,840","62,632",,,,,,,,,,,,,,,,,,,
17183,IL,Vermilion County,3,2,3,2,"13,397","11,390","15,404",18.6,15.8,21.4,"4,982","3,940","6,024",29.2,23.1,35.3,"3,143","2,347","3,939",25.2,18.8,31.6,"49,678","44,370","54,986",,,,,,,,,,,,,,,,,,,
17185,IL,Wabash County,6,6,7,11,"1,295",969,"1,621",11.7,8.8,14.6,334,223,445,13.9,9.3,18.5,232,153,311,13.3,8.8,17.8,"56,190","47,599","64,781",,,,,,,,,,,,,,,,,,,
17187,IL,Warren County,7,8,6,6,"1,670","1,241","2,099",10.7,8.0,13.4,498,343,653,14.2,9.8,18.6,371,257,485,14.9,10.3,19.5,"57,964","49,448","66,480",,,,,,,,,,,,,,,,,,,
17189,IL,Washington County,6,4,6,4,"1,030",801,"1,259",7.6,5.9,9.3,256,175,337,9.1,6.2,12.0,182,122,242,8.8,5.9,11.7,"69,386","60,989","77,783",,,,,,,,,,,,,,,,,,,
17191,IL,Wayne County,7,9,7,9,"2,052","1,567","2,537",12.9,9.9,15.9,673,463,883,19.0,13.1,24.9,473,321,625,18.3,12.4,24.2,"49,649","43,436","55,862",,,,,,,,,,,,,,,,,,,
